problem,n,m,direction,linesearch,start,iters,nfev,ngev,reason
DGO2,1,2,sd,dwolfe,13,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,14,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,14,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,15,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,15,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,16,500,60894,41388,maxIter
DGO2,1,2,sd,dwolfe,16,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,17,6,32,32,small_gradient
DGO2,1,2,sd,dwolfe,17,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,18,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,18,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,19,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,19,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,20,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,20,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,21,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,21,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,22,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,22,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,23,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,23,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,24,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,24,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,25,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,25,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,26,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,26,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,27,500,60894,41388,maxIter
DGO2,1,2,sd,dwolfe,27,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,28,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,28,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,29,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,29,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,30,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,30,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,31,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,31,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,32,6,32,32,small_gradient
DGO2,1,2,sd,dwolfe,32,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,33,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,33,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,34,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,34,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,35,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,35,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,36,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,36,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,37,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,37,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,38,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,38,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,39,500,60894,41388,maxIter
DGO2,1,2,sd,dwolfe,39,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,40,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,40,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,41,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,41,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,42,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,42,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,43,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,43,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,44,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,44,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,45,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,45,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,46,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,46,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,47,500,60894,41388,maxIter
DGO2,1,2,sd,dwolfe,47,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,48,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,48,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,49,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,49,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,50,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,50,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,51,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,51,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,52,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,52,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,53,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,53,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,54,500,60894,41388,maxIter
DGO2,1,2,sd,dwolfe,54,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,55,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,55,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,56,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,56,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,57,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,57,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,58,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,58,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,59,500,60780,41313,maxIter
DGO2,1,2,sd,dwolfe,59,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,60,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,60,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,61,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,61,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,62,500,60894,41388,maxIter
DGO2,1,2,sd,dwolfe,62,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,63,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,63,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,64,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,64,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,65,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,65,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,66,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,66,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,67,500,60894,41388,maxIter
DGO2,1,2,sd,dwolfe,67,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,68,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,68,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,69,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,69,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,70,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,70,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,71,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,71,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,72,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,72,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,73,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,73,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,74,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,74,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,75,500,60894,41388,maxIter
DGO2,1,2,sd,dwolfe,75,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,76,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,76,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,77,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,77,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,78,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,78,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,79,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,79,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,80,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,80,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,81,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,81,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,82,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,82,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,83,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,83,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,84,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,84,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,85,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,85,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,86,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,86,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,87,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,87,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,88,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,88,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,89,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,89,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,90,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,90,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,91,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,91,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,92,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,92,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,93,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,93,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,94,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,94,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,95,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,95,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,96,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,96,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,97,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,97,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,98,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,98,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,99,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,99,500,59394,39888,maxIter
DGO2,1,2,sd,qwolfe,100,500,60897,41391,maxIter
DGO2,1,2,sd,dwolfe,100,500,59394,39888,maxIter
IM1,2,2,sd,qwolfe,1,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,1,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,2,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,2,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,3,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,3,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,4,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,4,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,5,500,33939,12981,maxIter
IM1,2,2,sd,dwolfe,5,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,6,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,6,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,7,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,7,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,8,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,8,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,9,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,9,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,10,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,10,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,11,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,11,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,12,500,33939,12981,maxIter
IM1,2,2,sd,dwolfe,12,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,13,500,33876,12960,maxIter
IM1,2,2,sd,dwolfe,13,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,14,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,14,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,15,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,15,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,16,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,16,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,17,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,17,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,18,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,18,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,19,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,19,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,20,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,20,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,21,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,21,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,22,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,22,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,23,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,23,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,24,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,24,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,25,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,25,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,26,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,26,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,27,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,27,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,28,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,28,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,29,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,29,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,30,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,30,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,31,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,31,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,32,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,32,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,33,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,33,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,34,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,34,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,35,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,35,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,36,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,36,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,37,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,37,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,38,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,38,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,39,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,39,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,40,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,40,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,41,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,41,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,42,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,42,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,43,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,43,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,44,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,44,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,45,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,45,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,46,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,46,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,47,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,47,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,48,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,48,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,49,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,49,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,50,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,50,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,51,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,51,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,52,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,52,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,53,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,53,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,54,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,54,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,55,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,55,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,56,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,56,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,57,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,57,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,58,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,58,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,59,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,59,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,60,500,33939,12981,maxIter
IM1,2,2,sd,dwolfe,60,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,61,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,61,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,62,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,62,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,63,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,63,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,64,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,64,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,65,500,33876,12960,maxIter
IM1,2,2,sd,dwolfe,65,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,66,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,66,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,67,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,67,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,68,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,68,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,69,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,69,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,70,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,70,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,71,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,71,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,72,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,72,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,73,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,73,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,74,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,74,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,75,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,75,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,76,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,76,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,77,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,77,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,78,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,78,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,79,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,79,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,80,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,80,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,81,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,81,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,82,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,82,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,83,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,83,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,84,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,84,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,85,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,85,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,86,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,86,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,87,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,87,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,88,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,88,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,89,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,89,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,90,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,90,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,91,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,91,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,92,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,92,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,93,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,93,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,94,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,94,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,95,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,95,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,96,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,96,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,97,500,33939,12981,maxIter
IM1,2,2,sd,dwolfe,97,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,98,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,98,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,99,500,33942,12985,maxIter
IM1,2,2,sd,dwolfe,99,500,32505,11505,maxIter
IM1,2,2,sd,qwolfe,100,500,33939,12981,maxIter
IM1,2,2,sd,dwolfe,100,500,32505,11505,maxIter
Kur1,3,2,sd,qwolfe,1,500,60786,41275,maxIter
Kur1,3,2,sd,dwolfe,1,500,59052,39661,maxIter
Kur1,3,2,sd,qwolfe,2,500,60669,41197,maxIter
Kur1,3,2,sd,dwolfe,2,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,3,500,60723,41253,maxIter
Kur1,3,2,sd,dwolfe,3,500,59106,39718,maxIter
Kur1,3,2,sd,qwolfe,4,500,60786,41274,maxIter
Kur1,3,2,sd,dwolfe,4,500,59052,39660,maxIter
Kur1,3,2,sd,qwolfe,5,500,60786,41274,maxIter
Kur1,3,2,sd,dwolfe,5,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,6,500,60786,41274,maxIter
Kur1,3,2,sd,dwolfe,6,500,59106,39718,maxIter
Kur1,3,2,sd,qwolfe,7,500,60789,41278,maxIter
Kur1,3,2,sd,dwolfe,7,500,59052,39661,maxIter
Kur1,3,2,sd,qwolfe,8,500,60669,41197,maxIter
Kur1,3,2,sd,dwolfe,8,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,9,500,60615,41139,maxIter
Kur1,3,2,sd,dwolfe,9,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,10,500,60732,41217,maxIter
Kur1,3,2,sd,dwolfe,10,500,59052,39660,maxIter
Kur1,3,2,sd,qwolfe,11,500,60732,41217,maxIter
Kur1,3,2,sd,dwolfe,11,500,59052,39660,maxIter
Kur1,3,2,sd,qwolfe,12,500,60786,41275,maxIter
Kur1,3,2,sd,dwolfe,12,500,59052,39661,maxIter
Kur1,3,2,sd,qwolfe,13,500,60732,41217,maxIter
Kur1,3,2,sd,dwolfe,13,500,59106,39718,maxIter
Kur1,3,2,sd,qwolfe,14,500,60789,41278,maxIter
Kur1,3,2,sd,dwolfe,14,500,59052,39661,maxIter
Kur1,3,2,sd,qwolfe,15,500,60669,41196,maxIter
Kur1,3,2,sd,dwolfe,15,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,16,500,60618,41142,maxIter
Kur1,3,2,sd,dwolfe,16,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,17,500,60732,41217,maxIter
Kur1,3,2,sd,dwolfe,17,500,59052,39660,maxIter
Kur1,3,2,sd,qwolfe,18,500,60786,41275,maxIter
Kur1,3,2,sd,dwolfe,18,500,59106,39718,maxIter
Kur1,3,2,sd,qwolfe,19,500,60669,41196,maxIter
Kur1,3,2,sd,dwolfe,19,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,20,500,60786,41274,maxIter
Kur1,3,2,sd,dwolfe,20,500,59106,39717,maxIter
Kur1,3,2,sd,qwolfe,21,500,60786,41274,maxIter
Kur1,3,2,sd,dwolfe,21,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,22,500,60735,41220,maxIter
Kur1,3,2,sd,dwolfe,22,500,59052,39660,maxIter
Kur1,3,2,sd,qwolfe,23,500,60789,41277,maxIter
Kur1,3,2,sd,dwolfe,23,500,59052,39660,maxIter
Kur1,3,2,sd,qwolfe,24,500,60735,41220,maxIter
Kur1,3,2,sd,dwolfe,24,500,59052,39660,maxIter
Kur1,3,2,sd,qwolfe,25,500,60786,41274,maxIter
Kur1,3,2,sd,dwolfe,25,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,26,500,60732,41217,maxIter
Kur1,3,2,sd,dwolfe,26,500,58992,39641,maxIter
Kur1,3,2,sd,qwolfe,27,500,60786,41274,maxIter
Kur1,3,2,sd,dwolfe,27,500,58992,39641,maxIter
