problem,n,m,direction,linesearch,start,iterations,nfev,ngev,cpu_time_sec,success,reason
IM1,2,2,sd,dwolfe,43,500,32505,11505,0.2423409,1,maxIter
IM1,2,2,sd,qwolfe,44,500,33942,12985,0.2765398,1,maxIter
IM1,2,2,sd,dwolfe,44,500,32505,11505,0.2431878,1,maxIter
IM1,2,2,sd,qwolfe,45,500,33942,12985,0.2781304,1,maxIter
IM1,2,2,sd,dwolfe,45,500,32505,11505,0.2425232,1,maxIter
IM1,2,2,sd,qwolfe,46,500,33942,12985,0.2946972,1,maxIter
IM1,2,2,sd,dwolfe,46,500,32505,11505,0.2550295,1,maxIter
IM1,2,2,sd,qwolfe,47,500,33942,12985,0.2840167,1,maxIter
IM1,2,2,sd,dwolfe,47,500,32505,11505,0.2450419,1,maxIter
IM1,2,2,sd,qwolfe,48,500,33942,12985,0.2980664,1,maxIter
IM1,2,2,sd,dwolfe,48,500,32505,11505,0.2453906,1,maxIter
IM1,2,2,sd,qwolfe,49,500,33942,12985,0.2791915,1,maxIter
IM1,2,2,sd,dwolfe,49,500,32505,11505,0.2418358,1,maxIter
IM1,2,2,sd,qwolfe,50,500,33942,12985,0.283758,1,maxIter
IM1,2,2,sd,dwolfe,50,500,32505,11505,0.2418726,1,maxIter
IM1,2,2,sd,qwolfe,51,500,33942,12985,0.2767615,1,maxIter
IM1,2,2,sd,dwolfe,51,500,32505,11505,0.240387,1,maxIter
IM1,2,2,sd,qwolfe,52,500,33942,12985,0.2899076,1,maxIter
IM1,2,2,sd,dwolfe,52,500,32505,11505,0.2423828,1,maxIter
IM1,2,2,sd,qwolfe,53,500,33942,12985,0.2777173,1,maxIter
IM1,2,2,sd,dwolfe,53,500,32505,11505,0.240747,1,maxIter
IM1,2,2,sd,qwolfe,54,500,33942,12985,0.2780632,1,maxIter
IM1,2,2,sd,dwolfe,54,500,32505,11505,0.2416298,1,maxIter
IM1,2,2,sd,qwolfe,55,500,33942,12985,0.2746777,1,maxIter
IM1,2,2,sd,dwolfe,55,500,32505,11505,0.2417396,1,maxIter
IM1,2,2,sd,qwolfe,56,500,33942,12985,0.2837817,1,maxIter
IM1,2,2,sd,dwolfe,56,500,32505,11505,0.2467936,1,maxIter
IM1,2,2,sd,qwolfe,57,500,33942,12985,0.2755248,1,maxIter
IM1,2,2,sd,dwolfe,57,500,32505,11505,0.2384908,1,maxIter
IM1,2,2,sd,qwolfe,58,500,33942,12985,0.2765114,1,maxIter
IM1,2,2,sd,dwolfe,58,500,32505,11505,0.2416246,1,maxIter
IM1,2,2,sd,qwolfe,59,500,33942,12985,0.2832744,1,maxIter
IM1,2,2,sd,dwolfe,59,500,32505,11505,0.2487627,1,maxIter
IM1,2,2,sd,qwolfe,60,500,33939,12981,0.2893679,1,maxIter
IM1,2,2,sd,dwolfe,60,500,32505,11505,0.2393143,1,maxIter
IM1,2,2,sd,qwolfe,61,500,33942,12985,0.2739555,1,maxIter
IM1,2,2,sd,dwolfe,61,500,32505,11505,0.2408804,1,maxIter
IM1,2,2,sd,qwolfe,62,500,33942,12985,0.2756981,1,maxIter
IM1,2,2,sd,dwolfe,62,500,32505,11505,0.2419922,1,maxIter
IM1,2,2,sd,qwolfe,63,500,33942,12985,0.2732068,1,maxIter
IM1,2,2,sd,dwolfe,63,500,32505,11505,0.2427528,1,maxIter
IM1,2,2,sd,qwolfe,64,500,33942,12985,0.2777093,1,maxIter
IM1,2,2,sd,dwolfe,64,500,32505,11505,0.2419361,1,maxIter
IM1,2,2,sd,qwolfe,65,500,33876,12960,0.2796889,1,maxIter
IM1,2,2,sd,dwolfe,65,500,32505,11505,0.251194,1,maxIter
IM1,2,2,sd,qwolfe,66,500,33942,12985,0.2786522,1,maxIter
IM1,2,2,sd,dwolfe,66,500,32505,11505,0.2401488,1,maxIter
IM1,2,2,sd,qwolfe,67,500,33942,12985,0.277304,1,maxIter
IM1,2,2,sd,dwolfe,67,500,32505,11505,0.2461275,1,maxIter
IM1,2,2,sd,qwolfe,68,500,33942,12985,0.2835094,1,maxIter
IM1,2,2,sd,dwolfe,68,500,32505,11505,0.2429622,1,maxIter
IM1,2,2,sd,qwolfe,69,500,33942,12985,0.2798737,1,maxIter
IM1,2,2,sd,dwolfe,69,500,32505,11505,0.2457546,1,maxIter
IM1,2,2,sd,qwolfe,70,500,33942,12985,0.2781826,1,maxIter
IM1,2,2,sd,dwolfe,70,500,32505,11505,0.2413667,1,maxIter
IM1,2,2,sd,qwolfe,71,500,33942,12985,0.2803573,1,maxIter
IM1,2,2,sd,dwolfe,71,500,32505,11505,0.2475303,1,maxIter
IM1,2,2,sd,qwolfe,72,500,33942,12985,0.2760167,1,maxIter
IM1,2,2,sd,dwolfe,72,500,32505,11505,0.2456375,1,maxIter
IM1,2,2,sd,qwolfe,73,500,33942,12985,0.2796743,1,maxIter
IM1,2,2,sd,dwolfe,73,500,32505,11505,0.2368814,1,maxIter
IM1,2,2,sd,qwolfe,74,500,33942,12985,0.2729393,1,maxIter
IM1,2,2,sd,dwolfe,74,500,32505,11505,0.2371228,1,maxIter
IM1,2,2,sd,qwolfe,75,500,33942,12985,0.2875614,1,maxIter
IM1,2,2,sd,dwolfe,75,500,32505,11505,0.253461,1,maxIter
IM1,2,2,sd,qwolfe,76,500,33942,12985,0.2916263,1,maxIter
IM1,2,2,sd,dwolfe,76,500,32505,11505,0.2530224,1,maxIter
IM1,2,2,sd,qwolfe,77,500,33942,12985,0.2882858,1,maxIter
IM1,2,2,sd,dwolfe,77,500,32505,11505,0.2494484,1,maxIter
IM1,2,2,sd,qwolfe,78,500,33942,12985,0.289508,1,maxIter
IM1,2,2,sd,dwolfe,78,500,32505,11505,0.2510069,1,maxIter
IM1,2,2,sd,qwolfe,79,500,33942,12985,0.2919916,1,maxIter
IM1,2,2,sd,dwolfe,79,500,32505,11505,0.2721646,1,maxIter
IM1,2,2,sd,qwolfe,80,500,33942,12985,0.2751467,1,maxIter
IM1,2,2,sd,dwolfe,80,500,32505,11505,0.2375148,1,maxIter
IM1,2,2,sd,qwolfe,81,500,33942,12985,0.2764791,1,maxIter
IM1,2,2,sd,dwolfe,81,500,32505,11505,0.2396323,1,maxIter
IM1,2,2,sd,qwolfe,82,500,33942,12985,0.2756231,1,maxIter
IM1,2,2,sd,dwolfe,82,500,32505,11505,0.2520847,1,maxIter
IM1,2,2,sd,qwolfe,83,500,33942,12985,0.2833227,1,maxIter
IM1,2,2,sd,dwolfe,83,500,32505,11505,0.2408839,1,maxIter
IM1,2,2,sd,qwolfe,84,500,33942,12985,0.2765863,1,maxIter
IM1,2,2,sd,dwolfe,84,500,32505,11505,0.2454283,1,maxIter
IM1,2,2,sd,qwolfe,85,500,33942,12985,0.2803586,1,maxIter
IM1,2,2,sd,dwolfe,85,500,32505,11505,0.2424205,1,maxIter
IM1,2,2,sd,qwolfe,86,500,33942,12985,0.2771907,1,maxIter
IM1,2,2,sd,dwolfe,86,500,32505,11505,0.2474519,1,maxIter
IM1,2,2,sd,qwolfe,87,500,33942,12985,0.2788233,1,maxIter
IM1,2,2,sd,dwolfe,87,500,32505,11505,0.2428808,1,maxIter
IM1,2,2,sd,qwolfe,88,500,33942,12985,0.2814664,1,maxIter
IM1,2,2,sd,dwolfe,88,500,32505,11505,0.2494831,1,maxIter
IM1,2,2,sd,qwolfe,89,500,33942,12985,0.2939624,1,maxIter
IM1,2,2,sd,dwolfe,89,500,32505,11505,0.2455965,1,maxIter
IM1,2,2,sd,qwolfe,90,500,33942,12985,0.2835403,1,maxIter
IM1,2,2,sd,dwolfe,90,500,32505,11505,0.2515039,1,maxIter
IM1,2,2,sd,qwolfe,91,500,33942,12985,0.2858919,1,maxIter
IM1,2,2,sd,dwolfe,91,500,32505,11505,0.2459039,1,maxIter
IM1,2,2,sd,qwolfe,92,500,33942,12985,0.2790327,1,maxIter
IM1,2,2,sd,dwolfe,92,500,32505,11505,0.2431413,1,maxIter
IM1,2,2,sd,qwolfe,93,500,33942,12985,0.2772086,1,maxIter
IM1,2,2,sd,dwolfe,93,500,32505,11505,0.2462601,1,maxIter
IM1,2,2,sd,qwolfe,94,500,33942,12985,0.278548,1,maxIter
IM1,2,2,sd,dwolfe,94,500,32505,11505,0.2455684,1,maxIter
IM1,2,2,sd,qwolfe,95,500,33942,12985,0.2720873,1,maxIter
IM1,2,2,sd,dwolfe,95,500,32505,11505,0.235138,1,maxIter
IM1,2,2,sd,qwolfe,96,500,33942,12985,0.2785476,1,maxIter
IM1,2,2,sd,dwolfe,96,500,32505,11505,0.2372783,1,maxIter
IM1,2,2,sd,qwolfe,97,500,33939,12981,0.2839202,1,maxIter
IM1,2,2,sd,dwolfe,97,500,32505,11505,0.2461748,1,maxIter
IM1,2,2,sd,qwolfe,98,500,33942,12985,0.2843059,1,maxIter
IM1,2,2,sd,dwolfe,98,500,32505,11505,0.2667204,1,maxIter
IM1,2,2,sd,qwolfe,99,500,33942,12985,0.2975983,1,maxIter
IM1,2,2,sd,dwolfe,99,500,32505,11505,0.2471339,1,maxIter
IM1,2,2,sd,qwolfe,100,500,33939,12981,0.2755459,1,maxIter
IM1,2,2,sd,dwolfe,100,500,32505,11505,0.2551893,1,maxIter
Kur1,3,2,sd,qwolfe,1,500,60786,41275,0.6427194,1,maxIter
Kur1,3,2,sd,dwolfe,1,500,59052,39661,0.5837232,1,maxIter
Kur1,3,2,sd,qwolfe,2,500,60669,41197,0.6268659,1,maxIter
Kur1,3,2,sd,dwolfe,2,500,58992,39641,0.5984919,1,maxIter
Kur1,3,2,sd,qwolfe,3,500,60723,41253,0.6282728,1,maxIter
Kur1,3,2,sd,dwolfe,3,500,59106,39718,0.6087475,1,maxIter
Kur1,3,2,sd,qwolfe,4,500,60786,41274,0.6213533,1,maxIter
Kur1,3,2,sd,dwolfe,4,500,59052,39660,0.5827019,1,maxIter
Kur1,3,2,sd,qwolfe,5,500,60786,41274,0.6298339,1,maxIter
Kur1,3,2,sd,dwolfe,5,500,58992,39641,0.5784462,1,maxIter
Kur1,3,2,sd,qwolfe,6,500,60786,41274,0.6354713,1,maxIter
Kur1,3,2,sd,dwolfe,6,500,59106,39718,0.5889573,1,maxIter
Kur1,3,2,sd,qwolfe,7,500,60789,41278,0.6416969,1,maxIter
Kur1,3,2,sd,dwolfe,7,500,59052,39661,0.59905,1,maxIter
Kur1,3,2,sd,qwolfe,8,500,60669,41197,0.6270917,1,maxIter
Kur1,3,2,sd,dwolfe,8,500,58992,39641,0.5867666,1,maxIter
Kur1,3,2,sd,qwolfe,9,500,60615,41139,0.6443339,1,maxIter
Kur1,3,2,sd,dwolfe,9,500,58992,39641,0.6160961,1,maxIter
Kur1,3,2,sd,qwolfe,10,500,60732,41217,0.6383299,1,maxIter
Kur1,3,2,sd,dwolfe,10,500,59052,39660,0.5825655,1,maxIter
Kur1,3,2,sd,qwolfe,11,500,60732,41217,0.6262228,1,maxIter
Kur1,3,2,sd,dwolfe,11,500,59052,39660,0.5916075,1,maxIter
Kur1,3,2,sd,qwolfe,12,500,60786,41275,0.6220204,1,maxIter
Kur1,3,2,sd,dwolfe,12,500,59052,39661,0.5938831,1,maxIter
Kur1,3,2,sd,qwolfe,13,500,60732,41217,0.620389,1,maxIter
Kur1,3,2,sd,dwolfe,13,500,59106,39718,0.5775737,1,maxIter
Kur1,3,2,sd,qwolfe,14,500,60789,41278,0.6166488,1,maxIter
Kur1,3,2,sd,dwolfe,14,500,59052,39661,0.5742349,1,maxIter
Kur1,3,2,sd,qwolfe,15,500,60669,41196,0.6314271,1,maxIter
Kur1,3,2,sd,dwolfe,15,500,58992,39641,0.6036626,1,maxIter
Kur1,3,2,sd,qwolfe,16,500,60618,41142,0.6390756,1,maxIter
Kur1,3,2,sd,dwolfe,16,500,58992,39641,0.580634,1,maxIter
Kur1,3,2,sd,qwolfe,17,500,60732,41217,0.622687,1,maxIter
Kur1,3,2,sd,dwolfe,17,500,59052,39660,0.5713381,1,maxIter
Kur1,3,2,sd,qwolfe,18,500,60786,41275,0.6420411,1,maxIter
Kur1,3,2,sd,dwolfe,18,500,59106,39718,0.5913902,1,maxIter
Kur1,3,2,sd,qwolfe,19,500,60669,41196,0.6332135,1,maxIter
Kur1,3,2,sd,dwolfe,19,500,58992,39641,0.6097827,1,maxIter
Kur1,3,2,sd,qwolfe,20,500,60786,41274,0.6370979,1,maxIter
Kur1,3,2,sd,dwolfe,20,500,59106,39717,0.5883226,1,maxIter
Kur1,3,2,sd,qwolfe,21,500,60786,41274,0.6398718,1,maxIter
Kur1,3,2,sd,dwolfe,21,500,58992,39641,0.5736073,1,maxIter
Kur1,3,2,sd,qwolfe,22,500,60735,41220,0.6404169,1,maxIter
Kur1,3,2,sd,dwolfe,22,500,59052,39660,0.583562,1,maxIter
Kur1,3,2,sd,qwolfe,23,500,60789,41277,0.6173522,1,maxIter
Kur1,3,2,sd,dwolfe,23,500,59052,39660,0.5984746,1,maxIter
Kur1,3,2,sd,qwolfe,24,500,60735,41220,0.6225241,1,maxIter
Kur1,3,2,sd,dwolfe,24,500,59052,39660,0.5719572,1,maxIter
Kur1,3,2,sd,qwolfe,25,500,60786,41274,0.622562,1,maxIter
Kur1,3,2,sd,dwolfe,25,500,58992,39641,0.5795765,1,maxIter
Kur1,3,2,sd,qwolfe,26,500,60732,41217,0.6082416,1,maxIter
Kur1,3,2,sd,dwolfe,26,500,58992,39641,0.5794743,1,maxIter
Kur1,3,2,sd,qwolfe,27,500,60786,41274,0.6207445,1,maxIter
Kur1,3,2,sd,dwolfe,27,500,58992,39641,0.5912452,1,maxIter
Kur1,3,2,sd,qwolfe,28,500,60615,41139,0.636946,1,maxIter
Kur1,3,2,sd,dwolfe,28,500,59052,39660,0.5923202,1,maxIter
Kur1,3,2,sd,qwolfe,29,500,60732,41217,0.6201463,1,maxIter
Kur1,3,2,sd,dwolfe,29,500,59052,39660,0.5838474,1,maxIter
Kur1,3,2,sd,qwolfe,30,500,60669,41196,0.6198984,1,maxIter
Kur1,3,2,sd,dwolfe,30,500,58992,39641,0.596338,1,maxIter
Kur1,3,2,sd,qwolfe,31,500,60789,41277,0.6641876,1,maxIter
Kur1,3,2,sd,dwolfe,31,500,58992,39641,0.6543321,1,maxIter
Kur1,3,2,sd,qwolfe,32,500,60789,41277,0.6727009,1,maxIter
Kur1,3,2,sd,dwolfe,32,500,58992,39641,0.6178357,1,maxIter
Kur1,3,2,sd,qwolfe,33,500,60732,41217,0.6652125,1,maxIter
Kur1,3,2,sd,dwolfe,33,500,58992,39641,0.6210432,1,maxIter
Kur1,3,2,sd,qwolfe,34,500,60669,41196,0.6838993,1,maxIter
Kur1,3,2,sd,dwolfe,34,500,59052,39661,0.6493111,1,maxIter
Kur1,3,2,sd,qwolfe,35,500,60732,41217,0.638335,1,maxIter
Kur1,3,2,sd,dwolfe,35,500,59052,39660,0.6076411,1,maxIter
Kur1,3,2,sd,qwolfe,36,500,60786,41274,0.6998733,1,maxIter
Kur1,3,2,sd,dwolfe,36,500,58992,39641,0.6064829,1,maxIter
Kur1,3,2,sd,qwolfe,37,500,60735,41220,0.6431692,1,maxIter
Kur1,3,2,sd,dwolfe,37,500,59052,39660,0.604401,1,maxIter
Kur1,3,2,sd,qwolfe,38,500,60786,41275,0.6455175,1,maxIter
Kur1,3,2,sd,dwolfe,38,500,59052,39661,0.588203,1,maxIter
Kur1,3,2,sd,qwolfe,39,500,60669,41197,0.6400927,1,maxIter
Kur1,3,2,sd,dwolfe,39,500,58992,39641,0.6146563,1,maxIter
Kur1,3,2,sd,qwolfe,40,500,60786,41274,0.64998,1,maxIter
Kur1,3,2,sd,dwolfe,40,500,58992,39641,0.6155505,1,maxIter
Kur1,3,2,sd,qwolfe,41,500,60669,41196,0.7041361,1,maxIter
Kur1,3,2,sd,dwolfe,41,500,58992,39641,0.695776,1,maxIter
Kur1,3,2,sd,qwolfe,42,500,60786,41274,0.6757396,1,maxIter
Kur1,3,2,sd,dwolfe,42,500,58992,39641,0.595583,1,maxIter
Kur1,3,2,sd,qwolfe,43,500,60732,41217,0.6256517,1,maxIter
Kur1,3,2,sd,dwolfe,43,500,59052,39660,0.5936268,1,maxIter
Kur1,3,2,sd,qwolfe,44,500,60615,41139,0.639271,1,maxIter
Kur1,3,2,sd,dwolfe,44,500,58992,39641,0.5887005,1,maxIter
Kur1,3,2,sd,qwolfe,45,500,60669,41196,0.6350263,1,maxIter
Kur1,3,2,sd,dwolfe,45,500,58992,39641,0.5909656,1,maxIter
Kur1,3,2,sd,qwolfe,46,500,60786,41274,0.63574,1,maxIter
Kur1,3,2,sd,dwolfe,46,500,58992,39641,0.5889663,1,maxIter
Kur1,3,2,sd,qwolfe,47,500,60789,41277,0.6362433,1,maxIter
Kur1,3,2,sd,dwolfe,47,500,59052,39660,0.6032299,1,maxIter
Kur1,3,2,sd,qwolfe,48,500,60732,41217,0.6381537,1,maxIter
Kur1,3,2,sd,dwolfe,48,500,58992,39641,0.5924018,1,maxIter
Kur1,3,2,sd,qwolfe,49,500,60615,41139,0.6401242,1,maxIter
Kur1,3,2,sd,dwolfe,49,500,58992,39641,0.5900282,1,maxIter
Kur1,3,2,sd,qwolfe,50,500,60789,41277,0.6335116,1,maxIter
Kur1,3,2,sd,dwolfe,50,500,58992,39641,0.58758,1,maxIter
Kur1,3,2,sd,qwolfe,51,500,60786,41275,0.6332036,1,maxIter
Kur1,3,2,sd,dwolfe,51,500,59106,39718,0.6479115,1,maxIter
Kur1,3,2,sd,qwolfe,52,500,60789,41277,0.6524741,1,maxIter
Kur1,3,2,sd,dwolfe,52,500,58992,39641,0.5913589,1,maxIter
Kur1,3,2,sd,qwolfe,53,500,60786,41275,0.6246867,1,maxIter
Kur1,3,2,sd,dwolfe,53,500,59052,39661,0.5859665,1,maxIter
Kur1,3,2,sd,qwolfe,54,500,60732,41217,0.63116,1,maxIter
Kur1,3,2,sd,dwolfe,54,500,59052,39660,0.5861379,1,maxIter
Kur1,3,2,sd,qwolfe,55,500,60786,41275,0.6411635,1,maxIter
Kur1,3,2,sd,dwolfe,55,500,59052,39661,0.6036376,1,maxIter
Kur1,3,2,sd,qwolfe,56,500,60615,41139,0.6448045,1,maxIter
Kur1,3,2,sd,dwolfe,56,500,58992,39641,0.6186812,1,maxIter
Kur1,3,2,sd,qwolfe,57,500,60786,41274,0.6933829,1,maxIter
Kur1,3,2,sd,dwolfe,57,500,58992,39641,0.6406568,1,maxIter
Kur1,3,2,sd,qwolfe,58,500,60789,41277,0.6352658,1,maxIter
Kur1,3,2,sd,dwolfe,58,500,58992,39641,0.5881897,1,maxIter
Kur1,3,2,sd,qwolfe,59,500,60669,41196,0.6275205,1,maxIter
Kur1,3,2,sd,dwolfe,59,500,58992,39641,0.5886821,1,maxIter
Kur1,3,2,sd,qwolfe,60,500,60735,41220,0.6393747,1,maxIter
Kur1,3,2,sd,dwolfe,60,500,59052,39660,0.5828717,1,maxIter
Kur1,3,2,sd,qwolfe,61,500,60786,41274,0.6409282,1,maxIter
Kur1,3,2,sd,dwolfe,61,500,58992,39641,0.5923087,1,maxIter
Kur1,3,2,sd,qwolfe,62,500,60732,41217,0.6298777,1,maxIter
Kur1,3,2,sd,dwolfe,62,500,59052,39660,0.5849666,1,maxIter
Kur1,3,2,sd,qwolfe,63,500,60786,41274,0.642241,1,maxIter
Kur1,3,2,sd,dwolfe,63,500,58992,39641,0.6060155,1,maxIter
Kur1,3,2,sd,qwolfe,64,500,60786,41274,0.625783,1,maxIter
Kur1,3,2,sd,dwolfe,64,500,58992,39641,0.5935995,1,maxIter
Kur1,3,2,sd,qwolfe,65,500,60735,41220,0.6314407,1,maxIter
Kur1,3,2,sd,dwolfe,65,500,58992,39641,0.5969353,1,maxIter
Kur1,3,2,sd,qwolfe,66,500,60786,41274,0.6354549,1,maxIter
Kur1,3,2,sd,dwolfe,66,500,58992,39641,0.6061649,1,maxIter
Kur1,3,2,sd,qwolfe,67,500,60786,41274,0.6324854,1,maxIter
Kur1,3,2,sd,dwolfe,67,500,58992,39641,0.5962136,1,maxIter
Kur1,3,2,sd,qwolfe,68,500,60732,41217,0.6393637,1,maxIter
Kur1,3,2,sd,dwolfe,68,500,58992,39641,0.5864294,1,maxIter
Kur1,3,2,sd,qwolfe,69,500,60735,41220,0.6345752,1,maxIter
Kur1,3,2,sd,dwolfe,69,500,58992,39641,0.6102223,1,maxIter
Kur1,3,2,sd,qwolfe,70,500,60735,41220,0.6563972,1,maxIter
Kur1,3,2,sd,dwolfe,70,500,59052,39660,0.5960454,1,maxIter
Kur1,3,2,sd,qwolfe,71,500,60615,41139,0.6242932,1,maxIter
Kur1,3,2,sd,dwolfe,71,500,59052,39660,0.6145957,1,maxIter
Kur1,3,2,sd,qwolfe,72,500,60732,41217,0.6442278,1,maxIter
Kur1,3,2,sd,dwolfe,72,500,58992,39641,0.6036481,1,maxIter
Kur1,3,2,sd,qwolfe,73,500,60786,41274,0.6584082,1,maxIter
Kur1,3,2,sd,dwolfe,73,500,58992,39641,0.6693313,1,maxIter
Kur1,3,2,sd,qwolfe,74,500,60786,41274,0.7421712,1,maxIter
Kur1,3,2,sd,dwolfe,74,500,58992,39641,0.5895605,1,maxIter
Kur1,3,2,sd,qwolfe,75,500,60786,41274,0.6486921,1,maxIter
Kur1,3,2,sd,dwolfe,75,500,58992,39641,0.683194,1,maxIter
Kur1,3,2,sd,qwolfe,76,500,60732,41217,0.6559162,1,maxIter
Kur1,3,2,sd,dwolfe,76,500,58992,39641,0.5936774,1,maxIter
Kur1,3,2,sd,qwolfe,77,500,60786,41274,0.6518616,1,maxIter
Kur1,3,2,sd,dwolfe,77,500,59052,39660,0.6081564,1,maxIter
Kur1,3,2,sd,qwolfe,78,500,60786,41274,0.6517409,1,maxIter
Kur1,3,2,sd,dwolfe,78,500,59052,39660,0.5868278,1,maxIter
Kur1,3,2,sd,qwolfe,79,500,60732,41217,0.6193324,1,maxIter
Kur1,3,2,sd,dwolfe,79,500,59052,39660,0.5867844,1,maxIter
Kur1,3,2,sd,qwolfe,80,500,60735,41220,0.6221129,1,maxIter
Kur1,3,2,sd,dwolfe,80,500,59052,39660,0.59745,1,maxIter
Kur1,3,2,sd,qwolfe,81,500,60786,41274,0.6508048,1,maxIter
Kur1,3,2,sd,dwolfe,81,500,58992,39641,0.5925364,1,maxIter
Kur1,3,2,sd,qwolfe,82,500,60735,41220,0.6223248,1,maxIter
Kur1,3,2,sd,dwolfe,82,500,58992,39641,0.5906245,1,maxIter
Kur1,3,2,sd,qwolfe,83,500,60786,41274,0.6276425,1,maxIter
Kur1,3,2,sd,dwolfe,83,500,59052,39660,0.5845794,1,maxIter
Kur1,3,2,sd,qwolfe,84,500,60786,41274,0.6478006,1,maxIter
Kur1,3,2,sd,dwolfe,84,500,58992,39641,0.5993934,1,maxIter
Kur1,3,2,sd,qwolfe,85,500,60786,41275,0.6344745,1,maxIter
Kur1,3,2,sd,dwolfe,85,500,59052,39661,0.5807765,1,maxIter
Kur1,3,2,sd,qwolfe,86,500,60669,41196,0.6157199,1,maxIter
Kur1,3,2,sd,dwolfe,86,500,58992,39641,0.5742882,1,maxIter
Kur1,3,2,sd,qwolfe,87,500,60786,41275,0.6302575,1,maxIter
Kur1,3,2,sd,dwolfe,87,500,59052,39661,0.5900492,1,maxIter
Kur1,3,2,sd,qwolfe,88,500,60786,41274,0.6195313,1,maxIter
Kur1,3,2,sd,dwolfe,88,500,59052,39660,0.5895641,1,maxIter
Kur1,3,2,sd,qwolfe,89,500,60732,41217,0.6389939,1,maxIter
Kur1,3,2,sd,dwolfe,89,500,58992,39641,0.5846541,1,maxIter
Kur1,3,2,sd,qwolfe,90,500,60615,41139,0.6202183,1,maxIter
Kur1,3,2,sd,dwolfe,90,500,58992,39641,0.6615332,1,maxIter
Kur1,3,2,sd,qwolfe,91,500,60789,41278,0.7457081,1,maxIter
Kur1,3,2,sd,dwolfe,91,500,59106,39718,0.6231476,1,maxIter
Kur1,3,2,sd,qwolfe,92,500,60786,41274,0.6744803,1,maxIter
Kur1,3,2,sd,dwolfe,92,500,58992,39641,0.6022744,1,maxIter
Kur1,3,2,sd,qwolfe,93,500,60786,41274,0.6477273,1,maxIter
Kur1,3,2,sd,dwolfe,93,500,58992,39641,0.5896805,1,maxIter
Kur1,3,2,sd,qwolfe,94,500,60786,41274,0.6448668,1,maxIter
Kur1,3,2,sd,dwolfe,94,500,58992,39641,0.6431931,1,maxIter
Kur1,3,2,sd,qwolfe,95,500,60669,41197,0.7133527,1,maxIter
Kur1,3,2,sd,dwolfe,95,500,58992,39641,0.6402077,1,maxIter
Kur1,3,2,sd,qwolfe,96,500,60669,41196,0.6780659,1,maxIter
Kur1,3,2,sd,dwolfe,96,500,58992,39641,0.6221616,1,maxIter
Kur1,3,2,sd,qwolfe,97,500,60732,41217,0.6553292,1,maxIter
Kur1,3,2,sd,dwolfe,97,500,58992,39641,0.5967972,1,maxIter
Kur1,3,2,sd,qwolfe,98,500,60732,41217,0.653193,1,maxIter
Kur1,3,2,sd,dwolfe,98,500,58992,39641,0.5952381,1,maxIter
Kur1,3,2,sd,qwolfe,99,500,60786,41275,0.6550838,1,maxIter
Kur1,3,2,sd,dwolfe,99,500,59106,39718,0.6230227,1,maxIter
Kur1,3,2,sd,qwolfe,100,500,60735,41220,0.6484014,1,maxIter
Kur1,3,2,sd,dwolfe,100,500,59052,39660,0.6170677,1,maxIter
LTDZ1,3,3,sd,qwolfe,1,500,31941,13537,0.3607098,1,maxIter
LTDZ1,3,3,sd,dwolfe,1,500,26916,10744,0.2995237,1,maxIter
LTDZ1,3,3,sd,qwolfe,2,500,32031,13512,0.3480253,1,maxIter
LTDZ1,3,3,sd,dwolfe,2,500,29055,11491,0.309431,1,maxIter
LTDZ1,3,3,sd,qwolfe,3,500,32004,13513,0.3550119,1,maxIter
LTDZ1,3,3,sd,dwolfe,3,500,28617,11225,0.3116967,1,maxIter
LTDZ1,3,3,sd,qwolfe,4,500,31932,13436,0.3465231,1,maxIter
LTDZ1,3,3,sd,dwolfe,4,500,27396,10841,0.3070325,1,maxIter
LTDZ1,3,3,sd,qwolfe,5,500,31710,13338,0.3499542,1,maxIter
LTDZ1,3,3,sd,dwolfe,5,500,27483,10877,0.3112435,1,maxIter
LTDZ1,3,3,sd,qwolfe,6,500,32301,13526,0.3578038,1,maxIter
LTDZ1,3,3,sd,dwolfe,6,500,28497,11261,0.3039218,1,maxIter
LTDZ1,3,3,sd,qwolfe,7,500,32304,13482,0.3517392,1,maxIter
LTDZ1,3,3,sd,dwolfe,7,500,29430,11535,0.3069296,1,maxIter
LTDZ1,3,3,sd,qwolfe,8,500,31926,13424,0.3550383,1,maxIter
LTDZ1,3,3,sd,dwolfe,8,500,29625,11724,0.3047069,1,maxIter
LTDZ1,3,3,sd,qwolfe,9,500,32211,13479,0.3484739,1,maxIter
LTDZ1,3,3,sd,dwolfe,9,500,29880,11665,0.304654,1,maxIter
LTDZ1,3,3,sd,qwolfe,10,500,31239,13322,0.3425912,1,maxIter
LTDZ1,3,3,sd,dwolfe,10,500,27648,11032,0.3002888,1,maxIter
LTDZ1,3,3,sd,qwolfe,11,500,31836,13404,0.3530983,1,maxIter
LTDZ1,3,3,sd,dwolfe,11,500,29556,11649,0.3110131,1,maxIter
LTDZ1,3,3,sd,qwolfe,12,500,31893,13472,0.3634164,1,maxIter
LTDZ1,3,3,sd,dwolfe,12,500,28050,11052,0.3366458,1,maxIter
LTDZ1,3,3,sd,qwolfe,13,500,32334,13672,0.3843467,1,maxIter
LTDZ1,3,3,sd,dwolfe,13,500,27912,11050,0.3311078,1,maxIter
LTDZ1,3,3,sd,qwolfe,14,500,32754,13749,0.3762234,1,maxIter
