problem,n,m,direction,linesearch,start,iterations,nfev,ngev,cpu_time_sec,success,reason
DGO1,1,2,sd,qwolfe,72,500,31191,12678,0.2910055,1,maxIter
DGO1,1,2,sd,dwolfe,72,500,30012,11247,0.2544771,1,maxIter
DGO1,1,2,sd,qwolfe,73,500,30705,12480,0.2854634,1,maxIter
DGO1,1,2,sd,dwolfe,73,500,30537,11329,0.2612672,1,maxIter
DGO1,1,2,sd,qwolfe,74,500,30930,12574,0.2988114,1,maxIter
DGO1,1,2,sd,dwolfe,74,500,30336,11367,0.2555147,1,maxIter
DGO1,1,2,sd,qwolfe,75,500,30906,12554,0.2772867,1,maxIter
DGO1,1,2,sd,dwolfe,75,500,30138,11296,0.246479,1,maxIter
DGO1,1,2,sd,qwolfe,76,500,30738,12564,0.2812452,1,maxIter
DGO1,1,2,sd,dwolfe,76,500,29973,11244,0.248898,1,maxIter
DGO1,1,2,sd,qwolfe,77,500,31029,12663,0.2777285,1,maxIter
DGO1,1,2,sd,dwolfe,77,500,30150,11267,0.2442629,1,maxIter
DGO1,1,2,sd,qwolfe,78,500,31122,12663,0.2770417,1,maxIter
DGO1,1,2,sd,dwolfe,78,500,31032,11490,0.2454753,1,maxIter
DGO1,1,2,sd,qwolfe,79,500,30165,12306,0.2747444,1,maxIter
DGO1,1,2,sd,dwolfe,79,500,30408,11334,0.247093,1,maxIter
DGO1,1,2,sd,qwolfe,80,500,30978,12635,0.2780922,1,maxIter
DGO1,1,2,sd,dwolfe,80,500,30735,11428,0.2431445,1,maxIter
DGO1,1,2,sd,qwolfe,81,500,30798,12483,0.274974,1,maxIter
DGO1,1,2,sd,dwolfe,81,500,30390,11332,0.2489878,1,maxIter
DGO1,1,2,sd,qwolfe,82,500,30765,12582,0.2798361,1,maxIter
DGO1,1,2,sd,dwolfe,82,500,30744,11430,0.244755,1,maxIter
DGO1,1,2,sd,qwolfe,83,500,31200,12784,0.2810701,1,maxIter
DGO1,1,2,sd,dwolfe,83,500,29907,11247,0.252346,1,maxIter
DGO1,1,2,sd,qwolfe,84,500,31002,12647,0.2792323,1,maxIter
DGO1,1,2,sd,dwolfe,84,500,30321,11320,0.2491526,1,maxIter
DGO1,1,2,sd,qwolfe,85,500,31143,12699,0.2837439,1,maxIter
DGO1,1,2,sd,dwolfe,85,500,30594,11408,0.2441356,1,maxIter
DGO1,1,2,sd,qwolfe,86,500,30516,12496,0.2833267,1,maxIter
DGO1,1,2,sd,dwolfe,86,500,30120,11312,0.2454584,1,maxIter
DGO1,1,2,sd,qwolfe,87,500,31176,12694,0.2818136,1,maxIter
DGO1,1,2,sd,dwolfe,87,500,30648,11471,0.2469616,1,maxIter
DGO1,1,2,sd,qwolfe,88,500,31398,12795,0.2762299,1,maxIter
DGO1,1,2,sd,dwolfe,88,500,30174,11281,0.2500032,1,maxIter
DGO1,1,2,sd,qwolfe,89,500,31089,12715,0.2772709,1,maxIter
DGO1,1,2,sd,dwolfe,89,500,30537,11407,0.2497669,1,maxIter
DGO1,1,2,sd,qwolfe,90,500,31041,12643,0.2797765,1,maxIter
DGO1,1,2,sd,dwolfe,90,500,30312,11307,0.2461238,1,maxIter
DGO1,1,2,sd,qwolfe,91,500,31572,12871,0.2789936,1,maxIter
DGO1,1,2,sd,dwolfe,91,500,30393,11386,0.2438072,1,maxIter
DGO1,1,2,sd,qwolfe,92,500,31077,12728,0.2776818,1,maxIter
DGO1,1,2,sd,dwolfe,92,500,30414,11394,0.2477199,1,maxIter
DGO1,1,2,sd,qwolfe,93,500,31137,12681,0.2837465,1,maxIter
DGO1,1,2,sd,dwolfe,93,500,30132,11240,0.2430813,1,maxIter
DGO1,1,2,sd,qwolfe,94,500,30966,12622,0.2779715,1,maxIter
DGO1,1,2,sd,dwolfe,94,500,30822,11477,0.2466061,1,maxIter
DGO1,1,2,sd,qwolfe,95,500,30987,12677,0.2856143,1,maxIter
DGO1,1,2,sd,dwolfe,95,500,30258,11377,0.2454301,1,maxIter
DGO1,1,2,sd,qwolfe,96,500,31464,12764,0.281239,1,maxIter
DGO1,1,2,sd,dwolfe,96,500,30276,11297,0.247082,1,maxIter
DGO1,1,2,sd,qwolfe,97,500,31368,12770,0.2772463,1,maxIter
DGO1,1,2,sd,dwolfe,97,500,30513,11432,0.2479345,1,maxIter
DGO1,1,2,sd,qwolfe,98,500,29976,12332,0.2724457,1,maxIter
DGO1,1,2,sd,dwolfe,98,500,30441,11364,0.2448673,1,maxIter
DGO1,1,2,sd,qwolfe,99,500,31449,12798,0.2798971,1,maxIter
DGO1,1,2,sd,dwolfe,99,500,30633,11403,0.2449707,1,maxIter
DGO1,1,2,sd,qwolfe,100,500,31101,12691,0.2768232,1,maxIter
DGO1,1,2,sd,dwolfe,100,500,30495,11369,0.2497311,1,maxIter
DGO2,1,2,sd,qwolfe,1,500,60897,41391,0.3698678,1,maxIter
DGO2,1,2,sd,dwolfe,1,500,59394,39888,0.3387569,1,maxIter
DGO2,1,2,sd,qwolfe,2,500,60897,41391,0.3742834,1,maxIter
DGO2,1,2,sd,dwolfe,2,500,59394,39888,0.3308045,1,maxIter
DGO2,1,2,sd,qwolfe,3,500,60897,41391,0.3665811,1,maxIter
DGO2,1,2,sd,dwolfe,3,500,59394,39888,0.3416054,1,maxIter
DGO2,1,2,sd,qwolfe,4,500,60897,41391,0.3692533,1,maxIter
DGO2,1,2,sd,dwolfe,4,500,59394,39888,0.3322417,1,maxIter
DGO2,1,2,sd,qwolfe,5,500,60894,41388,0.3674439,1,maxIter
DGO2,1,2,sd,dwolfe,5,500,59394,39888,0.3321203,1,maxIter
DGO2,1,2,sd,qwolfe,6,500,60897,41391,0.3680558,1,maxIter
DGO2,1,2,sd,dwolfe,6,500,59394,39888,0.3597581,1,maxIter
DGO2,1,2,sd,qwolfe,7,500,60897,41391,0.3843397,1,maxIter
DGO2,1,2,sd,dwolfe,7,500,59394,39888,0.3426958,1,maxIter
DGO2,1,2,sd,qwolfe,8,500,60897,41391,0.3771413,1,maxIter
DGO2,1,2,sd,dwolfe,8,500,59394,39888,0.3410242,1,maxIter
DGO2,1,2,sd,qwolfe,9,500,60897,41391,0.3871388,1,maxIter
DGO2,1,2,sd,dwolfe,9,500,59394,39888,0.3407113,1,maxIter
DGO2,1,2,sd,qwolfe,10,500,60897,41391,0.3748482,1,maxIter
DGO2,1,2,sd,dwolfe,10,500,59394,39888,0.3365661,1,maxIter
DGO2,1,2,sd,qwolfe,11,500,60897,41391,0.3697007,1,maxIter
DGO2,1,2,sd,dwolfe,11,500,59394,39888,0.3369304,1,maxIter
DGO2,1,2,sd,qwolfe,12,500,60894,41388,0.3683987,1,maxIter
DGO2,1,2,sd,dwolfe,12,500,59394,39888,0.3418498,1,maxIter
DGO2,1,2,sd,qwolfe,13,500,60897,41391,0.3623912,1,maxIter
DGO2,1,2,sd,dwolfe,13,500,59394,39888,0.3315277,1,maxIter
DGO2,1,2,sd,qwolfe,14,500,60897,41391,0.3644924,1,maxIter
DGO2,1,2,sd,dwolfe,14,500,59394,39888,0.3340408,1,maxIter
DGO2,1,2,sd,qwolfe,15,500,60897,41391,0.3654368,1,maxIter
DGO2,1,2,sd,dwolfe,15,500,59394,39888,0.3493412,1,maxIter
DGO2,1,2,sd,qwolfe,16,500,60894,41388,0.3763207,1,maxIter
DGO2,1,2,sd,dwolfe,16,500,59394,39888,0.3390803,1,maxIter
DGO2,1,2,sd,qwolfe,17,6,32,32,0.0026396,1,small_gradient
DGO2,1,2,sd,dwolfe,17,500,59394,39888,0.3862602,1,maxIter
DGO2,1,2,sd,qwolfe,18,500,60897,41391,0.3645053,1,maxIter
DGO2,1,2,sd,dwolfe,18,500,59394,39888,0.3504008,1,maxIter
DGO2,1,2,sd,qwolfe,19,500,60897,41391,0.3646255,1,maxIter
DGO2,1,2,sd,dwolfe,19,500,59394,39888,0.3257533,1,maxIter
DGO2,1,2,sd,qwolfe,20,500,60897,41391,0.36928,1,maxIter
DGO2,1,2,sd,dwolfe,20,500,59394,39888,0.3377451,1,maxIter
DGO2,1,2,sd,qwolfe,21,500,60897,41391,0.3603145,1,maxIter
DGO2,1,2,sd,dwolfe,21,500,59394,39888,0.3245838,1,maxIter
DGO2,1,2,sd,qwolfe,22,500,60897,41391,0.3664965,1,maxIter
DGO2,1,2,sd,dwolfe,22,500,59394,39888,0.3270097,1,maxIter
DGO2,1,2,sd,qwolfe,23,500,60897,41391,0.3704516,1,maxIter
DGO2,1,2,sd,dwolfe,23,500,59394,39888,0.3309196,1,maxIter
DGO2,1,2,sd,qwolfe,24,500,60897,41391,0.3637346,1,maxIter
DGO2,1,2,sd,dwolfe,24,500,59394,39888,0.3332195,1,maxIter
DGO2,1,2,sd,qwolfe,25,500,60897,41391,0.357695,1,maxIter
DGO2,1,2,sd,dwolfe,25,500,59394,39888,0.3288111,1,maxIter
DGO2,1,2,sd,qwolfe,26,500,60897,41391,0.3613574,1,maxIter
DGO2,1,2,sd,dwolfe,26,500,59394,39888,0.3288703,1,maxIter
DGO2,1,2,sd,qwolfe,27,500,60894,41388,0.3643957,1,maxIter
DGO2,1,2,sd,dwolfe,27,500,59394,39888,0.3271353,1,maxIter
DGO2,1,2,sd,qwolfe,28,500,60897,41391,0.3641018,1,maxIter
DGO2,1,2,sd,dwolfe,28,500,59394,39888,0.3388848,1,maxIter
DGO2,1,2,sd,qwolfe,29,500,60897,41391,0.3630745,1,maxIter
DGO2,1,2,sd,dwolfe,29,500,59394,39888,0.3405431,1,maxIter
DGO2,1,2,sd,qwolfe,30,500,60897,41391,0.3614826,1,maxIter
DGO2,1,2,sd,dwolfe,30,500,59394,39888,0.3948889,1,maxIter
DGO2,1,2,sd,qwolfe,31,500,60897,41391,0.3746011,1,maxIter
DGO2,1,2,sd,dwolfe,31,500,59394,39888,0.3417254,1,maxIter
DGO2,1,2,sd,qwolfe,32,6,32,32,0.0025593,1,small_gradient
DGO2,1,2,sd,dwolfe,32,500,59394,39888,0.3326275,1,maxIter
DGO2,1,2,sd,qwolfe,33,500,60897,41391,0.3607797,1,maxIter
DGO2,1,2,sd,dwolfe,33,500,59394,39888,0.3263178,1,maxIter
DGO2,1,2,sd,qwolfe,34,500,60897,41391,0.3637533,1,maxIter
DGO2,1,2,sd,dwolfe,34,500,59394,39888,0.3331043,1,maxIter
DGO2,1,2,sd,qwolfe,35,500,60897,41391,0.3673862,1,maxIter
DGO2,1,2,sd,dwolfe,35,500,59394,39888,0.3258997,1,maxIter
DGO2,1,2,sd,qwolfe,36,500,60897,41391,0.3572875,1,maxIter
DGO2,1,2,sd,dwolfe,36,500,59394,39888,0.325868,1,maxIter
DGO2,1,2,sd,qwolfe,37,500,60897,41391,0.3704636,1,maxIter
DGO2,1,2,sd,dwolfe,37,500,59394,39888,0.3263309,1,maxIter
DGO2,1,2,sd,qwolfe,38,500,60897,41391,0.3597589,1,maxIter
DGO2,1,2,sd,dwolfe,38,500,59394,39888,0.3490303,1,maxIter
DGO2,1,2,sd,qwolfe,39,500,60894,41388,0.3698733,1,maxIter
DGO2,1,2,sd,dwolfe,39,500,59394,39888,0.3350758,1,maxIter
DGO2,1,2,sd,qwolfe,40,500,60897,41391,0.364809,1,maxIter
DGO2,1,2,sd,dwolfe,40,500,59394,39888,0.3225237,1,maxIter
DGO2,1,2,sd,qwolfe,41,500,60897,41391,0.3584648,1,maxIter
DGO2,1,2,sd,dwolfe,41,500,59394,39888,0.3250165,1,maxIter
DGO2,1,2,sd,qwolfe,42,500,60897,41391,0.3582891,1,maxIter
DGO2,1,2,sd,dwolfe,42,500,59394,39888,0.3302319,1,maxIter
DGO2,1,2,sd,qwolfe,43,500,60897,41391,0.3703098,1,maxIter
DGO2,1,2,sd,dwolfe,43,500,59394,39888,0.3274013,1,maxIter
DGO2,1,2,sd,qwolfe,44,500,60897,41391,0.3595819,1,maxIter
DGO2,1,2,sd,dwolfe,44,500,59394,39888,0.3361181,1,maxIter
DGO2,1,2,sd,qwolfe,45,500,60897,41391,0.3779676,1,maxIter
DGO2,1,2,sd,dwolfe,45,500,59394,39888,0.3304102,1,maxIter
DGO2,1,2,sd,qwolfe,46,500,60897,41391,0.358845,1,maxIter
DGO2,1,2,sd,dwolfe,46,500,59394,39888,0.3279458,1,maxIter
DGO2,1,2,sd,qwolfe,47,500,60894,41388,0.3577194,1,maxIter
DGO2,1,2,sd,dwolfe,47,500,59394,39888,0.3278747,1,maxIter
DGO2,1,2,sd,qwolfe,48,500,60897,41391,0.3769659,1,maxIter
DGO2,1,2,sd,dwolfe,48,500,59394,39888,0.3594525,1,maxIter
DGO2,1,2,sd,qwolfe,49,500,60897,41391,0.4142481,1,maxIter
DGO2,1,2,sd,dwolfe,49,500,59394,39888,0.3387231,1,maxIter
DGO2,1,2,sd,qwolfe,50,500,60897,41391,0.3737014,1,maxIter
DGO2,1,2,sd,dwolfe,50,500,59394,39888,0.3378888,1,maxIter
DGO2,1,2,sd,qwolfe,51,500,60897,41391,0.372717,1,maxIter
DGO2,1,2,sd,dwolfe,51,500,59394,39888,0.3363765,1,maxIter
DGO2,1,2,sd,qwolfe,52,500,60897,41391,0.3647234,1,maxIter
DGO2,1,2,sd,dwolfe,52,500,59394,39888,0.3379175,1,maxIter
DGO2,1,2,sd,qwolfe,53,500,60897,41391,0.3686485,1,maxIter
DGO2,1,2,sd,dwolfe,53,500,59394,39888,0.3309355,1,maxIter
DGO2,1,2,sd,qwolfe,54,500,60894,41388,0.3691345,1,maxIter
DGO2,1,2,sd,dwolfe,54,500,59394,39888,0.3380803,1,maxIter
DGO2,1,2,sd,qwolfe,55,500,60897,41391,0.3674017,1,maxIter
DGO2,1,2,sd,dwolfe,55,500,59394,39888,0.3363012,1,maxIter
DGO2,1,2,sd,qwolfe,56,500,60897,41391,0.3609411,1,maxIter
DGO2,1,2,sd,dwolfe,56,500,59394,39888,0.3300597,1,maxIter
DGO2,1,2,sd,qwolfe,57,500,60897,41391,0.3899641,1,maxIter
DGO2,1,2,sd,dwolfe,57,500,59394,39888,0.3287425,1,maxIter
DGO2,1,2,sd,qwolfe,58,500,60897,41391,0.3624902,1,maxIter
DGO2,1,2,sd,dwolfe,58,500,59394,39888,0.3304,1,maxIter
DGO2,1,2,sd,qwolfe,59,500,60780,41313,0.366164,1,maxIter
DGO2,1,2,sd,dwolfe,59,500,59394,39888,0.3527,1,maxIter
DGO2,1,2,sd,qwolfe,60,500,60897,41391,0.3693741,1,maxIter
DGO2,1,2,sd,dwolfe,60,500,59394,39888,0.3359437,1,maxIter
DGO2,1,2,sd,qwolfe,61,500,60897,41391,0.3723006,1,maxIter
DGO2,1,2,sd,dwolfe,61,500,59394,39888,0.332686,1,maxIter
DGO2,1,2,sd,qwolfe,62,500,60894,41388,0.3757261,1,maxIter
DGO2,1,2,sd,dwolfe,62,500,59394,39888,0.3267207,1,maxIter
DGO2,1,2,sd,qwolfe,63,500,60897,41391,0.3596053,1,maxIter
DGO2,1,2,sd,dwolfe,63,500,59394,39888,0.3301165,1,maxIter
DGO2,1,2,sd,qwolfe,64,500,60897,41391,0.3682038,1,maxIter
DGO2,1,2,sd,dwolfe,64,500,59394,39888,0.3286192,1,maxIter
DGO2,1,2,sd,qwolfe,65,500,60897,41391,0.3834771,1,maxIter
DGO2,1,2,sd,dwolfe,65,500,59394,39888,0.3366406,1,maxIter
DGO2,1,2,sd,qwolfe,66,500,60897,41391,0.3670781,1,maxIter
DGO2,1,2,sd,dwolfe,66,500,59394,39888,0.3551336,1,maxIter
DGO2,1,2,sd,qwolfe,67,500,60894,41388,0.3885375,1,maxIter
DGO2,1,2,sd,dwolfe,67,500,59394,39888,0.3492843,1,maxIter
DGO2,1,2,sd,qwolfe,68,500,60897,41391,0.3884763,1,maxIter
DGO2,1,2,sd,dwolfe,68,500,59394,39888,0.3527649,1,maxIter
DGO2,1,2,sd,qwolfe,69,500,60897,41391,0.3775328,1,maxIter
DGO2,1,2,sd,dwolfe,69,500,59394,39888,0.3395039,1,maxIter
DGO2,1,2,sd,qwolfe,70,500,60897,41391,0.3741566,1,maxIter
DGO2,1,2,sd,dwolfe,70,500,59394,39888,0.3399571,1,maxIter
DGO2,1,2,sd,qwolfe,71,500,60897,41391,0.3648652,1,maxIter
DGO2,1,2,sd,dwolfe,71,500,59394,39888,0.328685,1,maxIter
DGO2,1,2,sd,qwolfe,72,500,60897,41391,0.3623586,1,maxIter
DGO2,1,2,sd,dwolfe,72,500,59394,39888,0.3271445,1,maxIter
DGO2,1,2,sd,qwolfe,73,500,60897,41391,0.3689597,1,maxIter
DGO2,1,2,sd,dwolfe,73,500,59394,39888,0.3515696,1,maxIter
DGO2,1,2,sd,qwolfe,74,500,60897,41391,0.3831477,1,maxIter
DGO2,1,2,sd,dwolfe,74,500,59394,39888,0.3279808,1,maxIter
DGO2,1,2,sd,qwolfe,75,500,60894,41388,0.3669099,1,maxIter
DGO2,1,2,sd,dwolfe,75,500,59394,39888,0.3313993,1,maxIter
DGO2,1,2,sd,qwolfe,76,500,60897,41391,0.3671632,1,maxIter
DGO2,1,2,sd,dwolfe,76,500,59394,39888,0.3643841,1,maxIter
DGO2,1,2,sd,qwolfe,77,500,60897,41391,0.3708921,1,maxIter
DGO2,1,2,sd,dwolfe,77,500,59394,39888,0.3357348,1,maxIter
DGO2,1,2,sd,qwolfe,78,500,60897,41391,0.3745133,1,maxIter
DGO2,1,2,sd,dwolfe,78,500,59394,39888,0.3375407,1,maxIter
DGO2,1,2,sd,qwolfe,79,500,60897,41391,0.3688349,1,maxIter
DGO2,1,2,sd,dwolfe,79,500,59394,39888,0.3289357,1,maxIter
DGO2,1,2,sd,qwolfe,80,500,60897,41391,0.3605002,1,maxIter
DGO2,1,2,sd,dwolfe,80,500,59394,39888,0.3274213,1,maxIter
DGO2,1,2,sd,qwolfe,81,500,60897,41391,0.3743531,1,maxIter
DGO2,1,2,sd,dwolfe,81,500,59394,39888,0.3285931,1,maxIter
DGO2,1,2,sd,qwolfe,82,500,60897,41391,0.3620434,1,maxIter
DGO2,1,2,sd,dwolfe,82,500,59394,39888,0.3332424,1,maxIter
DGO2,1,2,sd,qwolfe,83,500,60897,41391,0.3629806,1,maxIter
DGO2,1,2,sd,dwolfe,83,500,59394,39888,0.3325938,1,maxIter
DGO2,1,2,sd,qwolfe,84,500,60897,41391,0.3604083,1,maxIter
DGO2,1,2,sd,dwolfe,84,500,59394,39888,0.3279562,1,maxIter
DGO2,1,2,sd,qwolfe,85,500,60897,41391,0.3626814,1,maxIter
DGO2,1,2,sd,dwolfe,85,500,59394,39888,0.3283206,1,maxIter
DGO2,1,2,sd,qwolfe,86,500,60897,41391,0.3629791,1,maxIter
DGO2,1,2,sd,dwolfe,86,500,59394,39888,0.3301833,1,maxIter
DGO2,1,2,sd,qwolfe,87,500,60897,41391,0.3712286,1,maxIter
DGO2,1,2,sd,dwolfe,87,500,59394,39888,0.3396083,1,maxIter
DGO2,1,2,sd,qwolfe,88,500,60897,41391,0.3708723,1,maxIter
DGO2,1,2,sd,dwolfe,88,500,59394,39888,0.3260464,1,maxIter
DGO2,1,2,sd,qwolfe,89,500,60897,41391,0.3628673,1,maxIter
DGO2,1,2,sd,dwolfe,89,500,59394,39888,0.33163,1,maxIter
DGO2,1,2,sd,qwolfe,90,500,60897,41391,0.3611371,1,maxIter
DGO2,1,2,sd,dwolfe,90,500,59394,39888,0.328372,1,maxIter
DGO2,1,2,sd,qwolfe,91,500,60897,41391,0.3590062,1,maxIter
DGO2,1,2,sd,dwolfe,91,500,59394,39888,0.327156,1,maxIter
DGO2,1,2,sd,qwolfe,92,500,60897,41391,0.3615879,1,maxIter
DGO2,1,2,sd,dwolfe,92,500,59394,39888,0.3306236,1,maxIter
DGO2,1,2,sd,qwolfe,93,500,60897,41391,0.3628213,1,maxIter
DGO2,1,2,sd,dwolfe,93,500,59394,39888,0.3403054,1,maxIter
DGO2,1,2,sd,qwolfe,94,500,60897,41391,0.3604832,1,maxIter
DGO2,1,2,sd,dwolfe,94,500,59394,39888,0.3316702,1,maxIter
DGO2,1,2,sd,qwolfe,95,500,60897,41391,0.3664833,1,maxIter
DGO2,1,2,sd,dwolfe,95,500,59394,39888,0.3297284,1,maxIter
DGO2,1,2,sd,qwolfe,96,500,60897,41391,0.3584345,1,maxIter
DGO2,1,2,sd,dwolfe,96,500,59394,39888,0.3295362,1,maxIter
DGO2,1,2,sd,qwolfe,97,500,60897,41391,0.3610108,1,maxIter
DGO2,1,2,sd,dwolfe,97,500,59394,39888,0.3346512,1,maxIter
DGO2,1,2,sd,qwolfe,98,500,60897,41391,0.362558,1,maxIter
DGO2,1,2,sd,dwolfe,98,500,59394,39888,0.324493,1,maxIter
DGO2,1,2,sd,qwolfe,99,500,60897,41391,0.3598016,1,maxIter
DGO2,1,2,sd,dwolfe,99,500,59394,39888,0.3257107,1,maxIter
DGO2,1,2,sd,qwolfe,100,500,60897,41391,0.3651979,1,maxIter
DGO2,1,2,sd,dwolfe,100,500,59394,39888,0.3299072,1,maxIter
IM1,2,2,sd,qwolfe,1,500,33942,12985,0.2946616,1,maxIter
IM1,2,2,sd,dwolfe,1,500,32505,11505,0.2383217,1,maxIter
IM1,2,2,sd,qwolfe,2,500,33942,12985,0.2766682,1,maxIter
IM1,2,2,sd,dwolfe,2,500,32505,11505,0.2453023,1,maxIter
IM1,2,2,sd,qwolfe,3,500,33942,12985,0.2854415,1,maxIter
IM1,2,2,sd,dwolfe,3,500,32505,11505,0.240039,1,maxIter
IM1,2,2,sd,qwolfe,4,500,33942,12985,0.2741698,1,maxIter
IM1,2,2,sd,dwolfe,4,500,32505,11505,0.2406365,1,maxIter
IM1,2,2,sd,qwolfe,5,500,33939,12981,0.2766541,1,maxIter
IM1,2,2,sd,dwolfe,5,500,32505,11505,0.2422764,1,maxIter
IM1,2,2,sd,qwolfe,6,500,33942,12985,0.2762341,1,maxIter
IM1,2,2,sd,dwolfe,6,500,32505,11505,0.2403868,1,maxIter
IM1,2,2,sd,qwolfe,7,500,33942,12985,0.2837425,1,maxIter
IM1,2,2,sd,dwolfe,7,500,32505,11505,0.2461796,1,maxIter
IM1,2,2,sd,qwolfe,8,500,33942,12985,0.2902598,1,maxIter
IM1,2,2,sd,dwolfe,8,500,32505,11505,0.2685285,1,maxIter
IM1,2,2,sd,qwolfe,9,500,33942,12985,0.2961298,1,maxIter
IM1,2,2,sd,dwolfe,9,500,32505,11505,0.2560366,1,maxIter
IM1,2,2,sd,qwolfe,10,500,33942,12985,0.2955597,1,maxIter
IM1,2,2,sd,dwolfe,10,500,32505,11505,0.2555716,1,maxIter
IM1,2,2,sd,qwolfe,11,500,33942,12985,0.2900101,1,maxIter
IM1,2,2,sd,dwolfe,11,500,32505,11505,0.2511354,1,maxIter
IM1,2,2,sd,qwolfe,12,500,33939,12981,0.2924785,1,maxIter
IM1,2,2,sd,dwolfe,12,500,32505,11505,0.2614377,1,maxIter
IM1,2,2,sd,qwolfe,13,500,33876,12960,0.286659,1,maxIter
IM1,2,2,sd,dwolfe,13,500,32505,11505,0.2497153,1,maxIter
IM1,2,2,sd,qwolfe,14,500,33942,12985,0.2844162,1,maxIter
IM1,2,2,sd,dwolfe,14,500,32505,11505,0.2435158,1,maxIter
IM1,2,2,sd,qwolfe,15,500,33942,12985,0.316815,1,maxIter
IM1,2,2,sd,dwolfe,15,500,32505,11505,0.2454872,1,maxIter
IM1,2,2,sd,qwolfe,16,500,33942,12985,0.2883656,1,maxIter
IM1,2,2,sd,dwolfe,16,500,32505,11505,0.2553826,1,maxIter
IM1,2,2,sd,qwolfe,17,500,33942,12985,0.2760385,1,maxIter
IM1,2,2,sd,dwolfe,17,500,32505,11505,0.24076,1,maxIter
IM1,2,2,sd,qwolfe,18,500,33942,12985,0.2816748,1,maxIter
IM1,2,2,sd,dwolfe,18,500,32505,11505,0.2425096,1,maxIter
IM1,2,2,sd,qwolfe,19,500,33942,12985,0.2897118,1,maxIter
IM1,2,2,sd,dwolfe,19,500,32505,11505,0.2425851,1,maxIter
IM1,2,2,sd,qwolfe,20,500,33942,12985,0.2828995,1,maxIter
IM1,2,2,sd,dwolfe,20,500,32505,11505,0.2517457,1,maxIter
IM1,2,2,sd,qwolfe,21,500,33942,12985,0.2927964,1,maxIter
IM1,2,2,sd,dwolfe,21,500,32505,11505,0.2509065,1,maxIter
IM1,2,2,sd,qwolfe,22,500,33942,12985,0.2826999,1,maxIter
IM1,2,2,sd,dwolfe,22,500,32505,11505,0.2476863,1,maxIter
IM1,2,2,sd,qwolfe,23,500,33942,12985,0.2818084,1,maxIter
IM1,2,2,sd,dwolfe,23,500,32505,11505,0.2537549,1,maxIter
IM1,2,2,sd,qwolfe,24,500,33942,12985,0.2828172,1,maxIter
IM1,2,2,sd,dwolfe,24,500,32505,11505,0.2449913,1,maxIter
IM1,2,2,sd,qwolfe,25,500,33942,12985,0.2854174,1,maxIter
IM1,2,2,sd,dwolfe,25,500,32505,11505,0.2427209,1,maxIter
IM1,2,2,sd,qwolfe,26,500,33942,12985,0.2799612,1,maxIter
IM1,2,2,sd,dwolfe,26,500,32505,11505,0.2436614,1,maxIter
IM1,2,2,sd,qwolfe,27,500,33942,12985,0.2745446,1,maxIter
IM1,2,2,sd,dwolfe,27,500,32505,11505,0.243541,1,maxIter
IM1,2,2,sd,qwolfe,28,500,33942,12985,0.2745443,1,maxIter
IM1,2,2,sd,dwolfe,28,500,32505,11505,0.2432468,1,maxIter
IM1,2,2,sd,qwolfe,29,500,33942,12985,0.2726264,1,maxIter
IM1,2,2,sd,dwolfe,29,500,32505,11505,0.2423913,1,maxIter
IM1,2,2,sd,qwolfe,30,500,33942,12985,0.2776967,1,maxIter
IM1,2,2,sd,dwolfe,30,500,32505,11505,0.2439489,1,maxIter
IM1,2,2,sd,qwolfe,31,500,33942,12985,0.2822215,1,maxIter
IM1,2,2,sd,dwolfe,31,500,32505,11505,0.2447774,1,maxIter
IM1,2,2,sd,qwolfe,32,500,33942,12985,0.2782944,1,maxIter
IM1,2,2,sd,dwolfe,32,500,32505,11505,0.2407027,1,maxIter
IM1,2,2,sd,qwolfe,33,500,33942,12985,0.2776787,1,maxIter
IM1,2,2,sd,dwolfe,33,500,32505,11505,0.2389195,1,maxIter
IM1,2,2,sd,qwolfe,34,500,33942,12985,0.2749055,1,maxIter
IM1,2,2,sd,dwolfe,34,500,32505,11505,0.2403076,1,maxIter
IM1,2,2,sd,qwolfe,35,500,33942,12985,0.2749342,1,maxIter
IM1,2,2,sd,dwolfe,35,500,32505,11505,0.2373543,1,maxIter
IM1,2,2,sd,qwolfe,36,500,33942,12985,0.2758625,1,maxIter
IM1,2,2,sd,dwolfe,36,500,32505,11505,0.2423748,1,maxIter
IM1,2,2,sd,qwolfe,37,500,33942,12985,0.2715817,1,maxIter
IM1,2,2,sd,dwolfe,37,500,32505,11505,0.2404289,1,maxIter
IM1,2,2,sd,qwolfe,38,500,33942,12985,0.2839984,1,maxIter
IM1,2,2,sd,dwolfe,38,500,32505,11505,0.2487891,1,maxIter
IM1,2,2,sd,qwolfe,39,500,33942,12985,0.3006973,1,maxIter
IM1,2,2,sd,dwolfe,39,500,32505,11505,0.2417001,1,maxIter
IM1,2,2,sd,qwolfe,40,500,33942,12985,0.2893593,1,maxIter
IM1,2,2,sd,dwolfe,40,500,32505,11505,0.2471554,1,maxIter
IM1,2,2,sd,qwolfe,41,500,33942,12985,0.2850992,1,maxIter
IM1,2,2,sd,dwolfe,41,500,32505,11505,0.2379853,1,maxIter
IM1,2,2,sd,qwolfe,42,500,33942,12985,0.2750828,1,maxIter
IM1,2,2,sd,dwolfe,42,500,32505,11505,0.2401379,1,maxIter
IM1,2,2,sd,qwolfe,43,500,33942,12985,0.2765726,1,maxIter
